"Категория 1";"Категория 2";"Категория 3";"Категория 4";Артикул;Заголовок;Цена;Валюта;Наличие;Описание;Изображения;Вес;Габариты;Производитель;"Ссылка на товар";ID;"Артикул поставщика";Размер
"Домашняя одежда и текстиль";"Сорочки женские";;;"М297 (0916351435)";"М297 Сорочка «Весна» (ассорти)";200;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/d43/uf4kdfm2z4wbef9vkwxhnbsqjqr9r9ij.JPG;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m-297-sorochka-vesna-assorti/;0916351435;М297;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"М302 (02026065539)";"М302 Сорочка «Красотка»";280;RUB;"В наличии";"Ткань: Вискоза 92%, п/у 8%
Ткань: Вискоза

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/144/poqc7h0qa2ed8sgaoipv51obe5zt611g.JPG;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m-302-sorochka-krasotka/;02026065539;М302;42/44/46/48
"Домашняя одежда и текстиль";"Сорочки женские";;;"с19 (0793129455)";"С19 Сорочка женская";480;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/94e/94e3720e1ba75764dd0ffba2d4cb2923.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/s19-sorochka-zhenskaya/;0793129455;с19;42/44/46/48/50/52/58
"Домашняя одежда и текстиль";"Сорочки женские";;;"с10 (0918450536)";"С10 Сорочка женская";300;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/fd0/fd08cf399a1f01af44e8c45ee1050470.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/s10-sorochka-zhenskaya/;0918450536;с10;42/44
"Домашняя одежда и текстиль";"Сорочки женские";;;"с11 (1363044889)";"С11 Сорочка женская";350;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/e4d/e4d50a52c5007c59235be305b11da640.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/s11-sorochka-zhenskaya/;1363044889;с11;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"с16 (834413978)";"С16 Сорочка женская";250;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/29d/29db24b4179b8f3b837e95097ded7a5c.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/s16-sorochka-zhenskaya/;834413978;с16;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"с17 (0130620077)";"С17 Сорочка-пеньюар";840;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка

Расцветки - в ассортименте и могут отличаться от представленных на сайте";https://ivanushka-trikotazh.ru/upload/iblock/ce4/ce44a7014b4010df997cede87ded20c9.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/s17-sorochka-penyuar/;0130620077;с17;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"М155а (02041747845)";"М155а Сорочка Лора (ассорти)";630;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/434/43460201ef51097de24c3fbca12b26e6.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m155a-sorochka-lora/;02041747845;М155а;58/60/62
"Домашняя одежда и текстиль";"Сорочки женские";;;"м296 (0144334724)";"М296 Сорочка «Карина» (персик)";530;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/bd2/3t0g3rd4j8sh3lazx8yol0k1nqvsy532.JPG;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m-296-sorochka-karina-maki/;0144334724;м296;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";"Сорочки женские";;;"М28 (02101009792)";"М28 Сорочка Аня (ментол)";560;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/f4e/f4e01039e201c177e5a90fc2355f6303.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m28-sorochka-anya-mentol/;02101009792;М28;42/44/58/60
"Домашняя одежда и текстиль";"Сорочки женские";;;"М134 (0589208457)";"М134 Сорочка Анжелика (серый)";530;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/399/399ff6b765c7b65fa6bb9c829735ee34.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m134-sorochka-anzhelika-seryy/;0589208457;М134;46/48/50/52
"Домашняя одежда и текстиль";"Сорочки женские";;;"М297 (0821210008)";"М297 Сорочка «Весна» (хаки)";200;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/902/902943dd8757bd17f1ebf457eae50d16.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m-297-sorochka-vesna-khaki/;0821210008;М297;42/44/46/48
"Домашняя одежда и текстиль";"Сорочки женские";;;"М297 (329183254)";"М297 Сорочка «Весна» (розовый)";200;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/4ad/4adc0cb4a628d35b946bffc3bf6b5580.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m-297-sorochka-vesna-rozovyy/;329183254;М297;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"М149 (1878392323)";"М149 Сорочка «Фая» (розовый)";340;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/591/5913a1a58f741df7d60dffb3964a47f0.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m149-sorochka-faya-rozovyy/;1878392323;М149;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"М149 (1509333860)";"М149 Сорочка «Фая» (ментол)";340;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/e3f/e3facf9326c0c4111366ad98ac543acb.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m149-sorochka-faya-mentol/;1509333860;М149;42/44/46/48/50/52/54/56
"Домашняя одежда и текстиль";"Сорочки женские";;;"М243 (899059259)";"М243 Сорочка «Мурка» (ментол)";250;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/8f2/8f2e77f5006ba18cff79eb7f0d381507.jpg;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m-243-sorochka-murka-mentol/;899059259;М243;44/46
"Домашняя одежда и текстиль";"Сорочки женские";;;"М76 (1537845985)";"М76 Сорочка «Моника» (ментол)";250;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/894/ttwfnryutvl00pmfg3uf3mnbbotc2hms.JPG;;;;https://ivanushka-trikotazh.ru/catalog/sorochki/m76-sorochka-monika-mentol/;1537845985;М76;42/44/46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";"Сорочки для будущих и кормящих мам";;;"м37 (015073134)";"М37 Сорочка теплая футер (стрекозы)";790;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Футер";https://ivanushka-trikotazh.ru/upload/iblock/a3d/q8rbtszf55um6et4w3b8dptrm24v1g92.JPG;;;;https://ivanushka-trikotazh.ru/catalog/sorochki-dlja-buduschih-i-kormjaschih-mam/m37-sorochka-teplaya-futer-strekozy/;015073134;м37;46/48/50/52/54/56/58/60
"Домашняя одежда и текстиль";"Пижамы женские";;;"м448 (1588566347)";"м448 Пижама «Нежность» (однотонная сухая роза)";670;RUB;"В наличии";"Ткань: Хлопок 92%, ПУ 8%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/84e/d686v141sgfebp1nh7l5vop0gxq7srx6.JPG;;;;https://ivanushka-trikotazh.ru/catalog/pizhami/m448-pizhama-nezhnost-odnotonnaya-sukhaya-roza/;1588566347;м448;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Пижамы женские";;;"м448 (53931818)";"м448 Пижама «Нежность» ( цветы сухая роза)";670;RUB;"В наличии";"Ткань: Хлопок 92%, ПУ 8%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/401/zuj8vazzvi3cdsb6csw6sat6pb6n47wu.JPG;;;;https://ivanushka-trikotazh.ru/catalog/pizhami/m448-pizhama-nezhnost-tsvety-sukhaya-roza/;53931818;м448;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Пижамы женские";;;"м448 (1671384192)";"м448 Пижама «Нежность» (однотонная мята)";670;RUB;"В наличии";"Ткань: Хлопок 92%, ПУ 8%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/e1f/g0c4tickt0gqpyljrj53m72chjokdzzd.JPG;;;;https://ivanushka-trikotazh.ru/catalog/pizhami/m448-pizhama-nezhnost-odnotonnaya-myata/;1671384192;м448;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Пижамы женские";;;"м448 (908870414)";"м448 Пижама «Нежность» (мятные цветы)";670;RUB;"В наличии";"Ткань: Хлопок 92%, ПУ 8%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/b82/h3lanw2j0wp065bztoz8kbkiisk34dcs.JPG;;;;https://ivanushka-trikotazh.ru/catalog/pizhami/m448-pizhama-nezhnost-myatnye-tsvety/;908870414;м448;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м441 (0301534583)";"М441 Костюм Виолетта (синий)";1000;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/362/gcw421ql28hx1ywil5k3hlzhtetq8ntr.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m441-kostyum-violetta-siniy/;0301534583;м441;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м441 (55513920)";"М441 Костюм Виолетта (черно-белая зебра)";1000;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/f5e/qsm1cnq79rei9xcyvqbk21b2vgiu7gbf.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m441-kostyum-violetta-cherno-belaya-zebra/;55513920;м441;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м441 (01569095560)";"М441 Костюм Виолетта (коричневая зебра)";1000;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/0e4/vnbdm1t78z17e905zzs3z5riwvgni6cx.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m441-kostyum-violetta-korichnevaya-zebra/;01569095560;м441;46/48/50/52/54/56
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м437 (0180119607)";"М437 Костюм Амазонка (сердца на ментоле)";750;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/48c/p8h140yna1v8uwh0mb7z7h1d1ef5tk5h.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m437-kostyum-amazonka-serdtsa-na-mentole/;0180119607;м437;44/46/48/50/52/54
"Домашняя одежда и текстиль";"Толстовки и костюмы";;;"м437 (1011179113)";"М437 Костюм Амазонка (ментол)";750;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/ac6/9ybh0qjw4sp2iqeow1zop6lj2z2j82xy.JPG;;;;https://ivanushka-trikotazh.ru/catalog/tolstovki-kostumi/m437-kostyum-amazonka-mentol/;1011179113;м437;44/46/48/50/52/54
"Домашняя одежда и текстиль";"Пижамы женские";;;"м316 (01136749134)";"М316 пижама Барбара (коричневый)";1100;RUB;"В наличии";"Ткань: Хлопок 100%
Ткань: Кулирка";https://ivanushka-trikotazh.ru/upload/iblock/7fb/w2ivdi8kww25mhghj17gcgy7u0f0ofo5.JPG;;;;https://ivanushka-trikotazh.ru/catalog/pizhami/m316-pizhama-barbara-korichnevyy/;01136749134;м316;44/46/48/50/52/54/56/58
